sample_size,parameter,mean,sd,2.5%,50%,97.5%
5,beta,2.278727206308987,0.273473481920627,1.7870127976817698,2.273476709397076,2.8426251265037537
5,theta,11.359154309861824,1.5537857254527074,8.082590422856082,11.336877238759829,14.386916143760327
5,beta,2.265464974618283,0.28696813491530876,1.744435415121452,2.260306902768613,2.8412298358619603
5,theta,11.48758670058982,1.722111693628242,8.032664854601293,11.402905064414007,14.605055276736882
5,beta,1.856516302422844,0.28382350977164267,1.0902754110885784,1.8779899239935496,2.3462393962094694
5,theta,9.540463923622147,1.9504705909080822,3.7272811890336808,9.647251028120703,12.85571131851988
5,beta,2.054187819326415,0.29164501621889893,1.5286117756207847,2.047717145198799,2.6126541025934813
5,theta,9.171948396601804,1.6197671504434983,5.8970251518795145,9.252195583235263,12.143962163822497
5,beta,2.657143473263316,0.3834176686294248,2.00313624436116,2.633341141838378,3.5648764264572037
5,theta,13.072310252496305,1.8105345088165332,9.857627639210856,13.052491725239127,16.77759341164691
5,beta,2.320551049266683,0.27167935253401343,1.8258725971578036,2.329909072599289,2.8573312147782772
5,theta,10.226499455984051,1.36783213872127,7.511850157591235,10.225878588641335,12.825394045878912
5,beta,1.7505590409084018,0.22184659882846672,1.3635303516872512,1.7396023855008735,2.2059719402194693
5,theta,8.768999834593759,1.622846900162547,5.7833748302167205,8.71704653686414,12.232470086540395
5,beta,1.9467056971127878,0.23716242137634197,1.4951707985977927,1.947873079918109,2.4789180059506277
5,theta,10.701405048119334,1.758980256458701,7.3509116836356565,10.667821841609,14.382755603900527
5,beta,1.9471738099396578,0.22870681916114075,1.578198750708982,1.930615950015758,2.435714560337482
5,theta,10.058920773251518,1.7018499232468836,6.979599274883682,9.980340698233704,13.210214981067075
5,beta,2.049815325227195,0.3003272259306446,1.4798003256231231,2.032869388550214,2.6734672980134535
5,theta,10.921342406282157,1.9665290814853897,6.957814861185925,10.943386210520814,14.577170504544053
5,beta,2.468736112488323,0.32380405337452395,1.8565950702061194,2.480926623711228,3.118001954542178
5,theta,13.542566156513288,1.9168199486013504,9.623085320719223,13.774022263340543,17.06515923411174
5,beta,1.5948091478042692,0.22466807820527057,1.1575748341453047,1.5892675892790826,2.0354435560689237
5,theta,7.246379048948812,1.742578397315506,3.970095232613957,7.308816067980324,10.504022385415148
5,beta,1.9500072068323133,0.26784721401623496,1.408587443171695,1.9165734248127273,2.5179059497451695
5,theta,9.266341905607039,1.6859877458317503,6.014622896930918,9.097386913745542,12.799228684472993
